business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
WgOoT_oNQ6o5xjF8jO2rvA,Crazy Good Bread,38 W Victoria,Santa Barbara,CA,93101,34.42378205,-119.706960894,4,9,0,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'False'}","Bakeries, Food","{'Monday': '8:30-20:0', 'Tuesday': '8:30-20:0', 'Wednesday': '8:30-20:0', 'Thursday': '8:30-20:0', 'Friday': '8:30-20:0', 'Saturday': '8:30-20:0', 'Sunday': '8:30-20:0'}"
QS0a4snAEc-zdLeLIgTaHg,Delicious Expressions,,Santa Barbara,CA,93101,34.420334,-119.7107494,5,57,0,"{'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'False', 'Caters': 'False', 'NoiseLevel': ""u'average'"", 'HasTV': 'False', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'False', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'no'""}","Caterers, Restaurants, Desserts, Bakeries, Event Planning & Services, Gluten-Free, Food, Cupcakes","{'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-18:0'}"
-loV4cB2Uh9TCltTRgGzWQ,Renaud's Patisserie & Bistro,"1324 State St, Ste N, Arlington Plaza",Santa Barbara,CA,93101,34.4253682196,-119.7059071571,4,379,1,"{'BikeParking': 'True', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'DriveThru': 'False', 'HasTV': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'DogsAllowed': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'HappyHour': 'False', 'OutdoorSeating': 'None', 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{u'breakfast': True, u'brunch': True, u'lunch': None, u'dinner': False, u'latenight': False, u'dessert': None}""}","Coffee & Tea, Breakfast & Brunch, Restaurants, French, Salad, Sandwiches, Desserts, Bakeries, Food","{'Monday': '0:0-0:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-16:0', 'Saturday': '7:0-16:0', 'Sunday': '7:0-15:0'}"
PT99vOEnfEwfOly9YoWvXg,Christine Dahl,"22 W Mission St, Ste G",Santa Barbara,CA,93101,34.4304752,-119.7156141,5,56,0,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'False', 'RestaurantsDelivery': 'True'}","Custom Cakes, Bakeries, Food",
upxQiiUF-6NM9jOJCxS_hg,Hennings Cake Boutique,28 W Figueroa St,Santa Barbara,CA,93101,34.421797,-119.704192,4,8,0,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True'}","Bakeries, Food, Restaurants, Coffee & Tea, Cafes, Breakfast & Brunch","{'Monday': '7:30-15:0', 'Tuesday': '7:30-15:0', 'Wednesday': '7:30-15:0', 'Thursday': '7:30-15:0', 'Friday': '7:30-15:0'}"
WQnjp_CEYTYKBBKJDME0bQ,Vons,3855 State St,Santa Barbara,CA,93105,34.4384866,-119.7495281,2.5,24,0,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True'}","Flowers & Gifts, Restaurants, Grocery, Food, Bakeries, Shopping, Florists","{'Monday': '6:0-0:0', 'Tuesday': '6:0-0:0', 'Wednesday': '6:0-0:0', 'Thursday': '6:0-0:0', 'Friday': '6:0-0:0', 'Saturday': '6:0-0:0', 'Sunday': '6:0-0:0'}"
LtxG9DTXCFpteVkD4SGBlw,Sevtap Winery Tasting Room,23 E Canon Perdido St,Santa Barbara,CA,93101,34.421359,-119.7000324,4,307,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'GoodForKids': 'False', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'beer_and_wine'"", 'NoiseLevel': ""u'average'"", 'ByAppointmentOnly': 'False', 'WheelchairAccessible': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'DogsAllowed': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': True}"", 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'GoodForDancing': 'True', 'BYOB': 'False', 'DriveThru': 'False', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'HappyHour': 'False', 'HasTV': 'False', 'RestaurantsDelivery': 'False', 'Caters': 'True'}","Wine Tasting Room, Jazz & Blues, Tapas Bars, Wineries, Food, Wine Bars, Champagne Bars, Music Venues, Arts & Entertainment, Restaurants, Bakeries, Bars, Nightlife","{'Monday': '0:0-0:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '15:0-20:0', 'Saturday': '15:0-20:0', 'Sunday': '12:0-20:0'}"
VgAKmXE8B7J0I_O_R13UKQ,Santa Barbara Roasting Company,321 Motor Way,Santa Barbara,CA,93101,34.41507,-119.6944335,4,511,1,"{'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'WiFi': ""'free'"", 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""'none'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'DogsAllowed': 'True', 'RestaurantsTakeOut': 'True', 'ByAppointmentOnly': 'False', 'NoiseLevel': ""u'average'"", 'Caters': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True'}","Restaurants, Bakeries, Breakfast & Brunch, Food, Coffee Roasteries, Coffee & Tea","{'Monday': '6:30-18:0', 'Tuesday': '6:30-18:0', 'Wednesday': '6:30-18:0', 'Thursday': '6:30-18:0', 'Friday': '7:0-13:45', 'Saturday': '7:0-13:45', 'Sunday': '7:0-18:0'}"
JZrspVMm79n_iHTYftkI0g,La Tapatia Bakery,832 N Milpas St,Santa Barbara,CA,93103,34.4301395303,-119.6897619065,4,56,1,"{'RestaurantsGoodForGroups': 'False', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'WiFi': ""u'free'"", 'NoiseLevel': ""'average'"", 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Food, Mexican, Restaurants, Bakeries","{'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '7:0-17:0', 'Sunday': '7:0-14:0'}"
Hj44PIrCtv61ETVclzLMwg,Jeannine's American Bakery Restaurant,15 E Figueroa St,Santa Barbara,CA,93101,34.4230808,-119.7028282,4,380,0,"{'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'ByAppointmentOnly': 'False', 'GoodForKids': 'True', 'Alcohol': ""u'beer_and_wine'"", 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'no'"", 'Caters': 'False', 'HasTV': 'True', 'OutdoorSeating': 'None', 'HappyHour': 'False', 'DogsAllowed': 'False', 'RestaurantsDelivery': 'True'}","American (New), Food, Breakfast & Brunch, Restaurants, Bakeries, Coffee & Tea","{'Thursday': '7:30-13:30', 'Friday': '7:30-13:30', 'Saturday': '7:30-13:30', 'Sunday': '7:30-13:30'}"
NTWeW_PgQjIZ38h8St7mCQ,Posies & Sugar,,Santa Barbara,CA,93101,34.420334,-119.7107494,5,14,1,"{'BusinessAcceptsBitcoin': 'True', 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'Caters': 'True', 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'False', 'RestaurantsTakeOut': 'True'}","Patisserie/Cake Shop, Bakeries, Custom Cakes, Desserts, Food","{'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0'}"
ng12rnK6ZGFddlC15c6Pqg,Haggen Food & Pharmacy,2010 Cliff Dr,Santa Barbara,CA,93109,34.4024779,-119.7236762,1.5,9,0,"{'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'False', 'RestaurantsReservations': 'False'}","Beer, Wine & Spirits, Grocery, Bakeries, Delis, Food, Restaurants",
x1-RLqVvspmksSiICHCcRw,Delaney's Desserts,,Santa Barbara,CA,93105,34.4208305,-119.6981901,5,8,1,"{'BusinessAcceptsCreditCards': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Food, Custom Cakes, Desserts, Bakeries",
ToqcYJVdnrp4fefaucm-Vg,Lele Patisserie,110 W Mission St,Santa Barbara,CA,93101,34.4298651,-119.7164754,4.5,19,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'Caters': 'True'}","Food, Custom Cakes, Bakeries, Cupcakes, Desserts, Caterers, Event Planning & Services",
pqlCSlwPp3unjiEBcZe94g,Room For Cake,,Santa Barbara,CA,93102,34.4208305,-119.6981901,5,6,1,"{'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'HappyHour': 'False'}","Custom Cakes, Food, Desserts, Bakeries","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0'}"
Z0mBsgDzDnFAEC5o4X6G9g,Java Station,4447 Hollister Ave,Santa Barbara,CA,93110,34.4394311,-119.7719422,3.5,196,1,"{'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'none'"", 'DogsAllowed': 'True', 'RestaurantsDelivery': 'False', 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '1'}","Coffee & Tea, Food, Restaurants, Breakfast & Brunch, Bakeries, Sandwiches, Tabletop Games, Shopping","{'Monday': '6:0-17:0', 'Tuesday': '6:0-17:0', 'Wednesday': '6:0-17:0', 'Thursday': '6:0-17:0', 'Friday': '6:0-17:0', 'Saturday': '6:0-17:0', 'Sunday': '6:0-17:0'}"
T5serOgucL236udCsZI0jA,Xanadu Bakery,1028 Coast Village Rd,Santa Barbara,CA,93108,34.4222344,-119.6521265,3,38,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True'}","Restaurants, Bakeries, Food","{'Monday': '6:0-19:0', 'Tuesday': '6:0-19:0', 'Wednesday': '6:0-19:0', 'Thursday': '6:0-19:0', 'Friday': '6:0-20:0', 'Saturday': '6:0-20:0', 'Sunday': '6:0-18:0'}"
UGADjVkBITKPU7I6sMO1oQ,Bella Dolce Bakery,113 W De La Guerra St,Santa Barbara,CA,93190,34.4180908,-119.7009017,4,9,0,"{'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Food, Coffee & Tea, Desserts, Bakeries","{'Monday': '8:30-16:0', 'Tuesday': '8:30-16:0', 'Wednesday': '8:30-16:0', 'Thursday': '8:30-16:0', 'Friday': '8:30-16:0', 'Saturday': '9:30-15:0'}"
